topic,arg_A,arg_B,text_A,text_B,type_A,type_B,sbert_score
health_insurance_cover_complementary_medicine,a3,a5,Yet this very proof is lacking in most cases.,and who would want to question their broad expertise?,objection,premise,0.1618
health_insurance_cover_complementary_medicine,a3,a1,Yet this very proof is lacking in most cases.,Many people see proven relief of their symptoms and complaints by complementary medicine.,objection,objection,0.1589
health_insurance_cover_complementary_medicine,a3,a3,Yet this very proof is lacking in most cases.,"Yet many patients subjectively experience relief or are cured of their complaints,",objection,objection,0.1585
health_insurance_cover_complementary_medicine,a2,a3,unless the promised effect and its medical benefit have been concretely proven.,"Besides many practices in this field are not regulated professions,",objection,premise,0.1582
health_insurance_cover_complementary_medicine,a1,a6,The statutory health insurance companies should also cover treatments with non-medical and alternative practitioners.,It would be conceivable to invest more into the training and control of this occupation sector on the part of the state.,claim,objection,0.1571
health_insurance_cover_complementary_medicine,a3,a4,Yet this very proof is lacking in most cases.,which means that quacks and phonies can practice these occupations unknown to the patients.,objection,premise,0.1559
health_insurance_cover_complementary_medicine,a3,a6,yet it's precisely their positive effect when accompanying conventional 'western' medical therapies that's been demonstrated as beneficial.,It would be conceivable to invest more into the training and control of this occupation sector on the part of the state.,objection,objection,0.1545
health_insurance_cover_complementary_medicine,a3,a6,Yet this very proof is lacking in most cases.,"and, moreover, entails significant risks and side effects.",objection,premise,0.1534
health_insurance_cover_complementary_medicine,a4,a5,Besides many general practitioners offer such counselling and treatments in parallel anyway -,and who would want to question their broad expertise?,premise,premise,0.1534
health_insurance_cover_complementary_medicine,a6,a3,The patient could learn to be more aware of his or her body and to treat it more healthily.,"Besides many practices in this field are not regulated professions,",premise,premise,0.1513
health_insurance_cover_complementary_medicine,a3,a2,Yet this very proof is lacking in most cases.,However there is no substantiated data that this healing isn't simply due to the placebo effect.,objection,objection,0.1507
health_insurance_cover_complementary_medicine,a5,a5,It doesn't matter after all that those who administer the treatment don't have 'doctor status'.,and who would want to question their broad expertise?,premise,premise,0.1502
health_insurance_cover_complementary_medicine,a2,a5,and it has not generally been ineffective.,The health insurance companies ought to be enabled to recognize a doctor's decision for natural treatment and also to cover it.,premise,claim,0.1499
health_insurance_cover_complementary_medicine,a3,a1,Yet this very proof is lacking in most cases.,Health insurance companies should naturally cover alternative medical treatments.,objection,claim,0.1481
health_insurance_cover_complementary_medicine,a6,a3,"and, moreover, entails significant risks and side effects.","Besides many practices in this field are not regulated professions,",premise,premise,0.1477
health_insurance_cover_complementary_medicine,a4,a6,Such therapies can frequently result in an improvement in the condition through the active participation of the patient.,It would be conceivable to invest more into the training and control of this occupation sector on the part of the state.,premise,objection,0.1469
health_insurance_cover_complementary_medicine,a3,a1,yet it's precisely their positive effect when accompanying conventional 'western' medical therapies that's been demonstrated as beneficial.,The choice of an attending physician is at the discretion of the patient.,objection,objection,0.1453
health_insurance_cover_complementary_medicine,a5,a6,That's why the statutory health insurance companies should not cover such treatments.,It would be conceivable to invest more into the training and control of this occupation sector on the part of the state.,claim,objection,0.1452
health_insurance_cover_complementary_medicine,a3,a6,Yet this very proof is lacking in most cases.,The patient could learn to be more aware of his or her body and to treat it more healthily.,objection,premise,0.1445
health_insurance_cover_complementary_medicine,a5,a6,The health insurance companies ought to be enabled to recognize a doctor's decision for natural treatment and also to cover it.,It would be conceivable to invest more into the training and control of this occupation sector on the part of the state.,claim,objection,0.1443
health_insurance_cover_complementary_medicine,a1,a4,Health insurance companies should not cover treatment in complementary medicine,since there is a chance of recovery.,claim,premise,0.1434
health_insurance_cover_complementary_medicine,a2,a6,and it has not generally been ineffective.,The patient could learn to be more aware of his or her body and to treat it more healthily.,premise,premise,0.1431
health_insurance_cover_complementary_medicine,a1,a6,Health insurance companies should naturally cover alternative medical treatments.,It would be conceivable to invest more into the training and control of this occupation sector on the part of the state.,claim,objection,0.1419
health_insurance_cover_complementary_medicine,a3,a6,Yet this very proof is lacking in most cases.,It would be conceivable to invest more into the training and control of this occupation sector on the part of the state.,objection,objection,0.1413
health_insurance_cover_complementary_medicine,a3,a4,Yet this very proof is lacking in most cases.,"This will do little damage to the pharmaceutical industry,",objection,premise,0.1409
health_insurance_cover_complementary_medicine,a3,a1,Yet this very proof is lacking in most cases.,Complementary medicine includes treatments with proven health benefits in many areas,objection,premise,0.14
health_insurance_cover_complementary_medicine,a4,a2,Patients do often report relief of their complaints after such treatments.,Yet the funds of the health insurance companies are a common benefit for all premium payers.,objection,premise,0.1383
health_insurance_cover_complementary_medicine,a1,a3,Health insurance companies should not cover treatment in complementary medicine,Yet this very proof is lacking in most cases.,claim,objection,0.138
health_insurance_cover_complementary_medicine,a3,a4,They should not be spent on personal preferences without proven use.,which means that quacks and phonies can practice these occupations unknown to the patients.,premise,premise,0.138
health_insurance_cover_complementary_medicine,a3,a5,Yet this very proof is lacking in most cases.,It doesn't matter after all that those who administer the treatment don't have 'doctor status'.,objection,premise,0.1372
health_insurance_cover_complementary_medicine,a2,a3,Yet the funds of the health insurance companies are a common benefit for all premium payers.,Often natural treatments do not put as much of a strain on the patient.,premise,premise,0.1361
health_insurance_cover_complementary_medicine,a3,a4,Yet this very proof is lacking in most cases.,which ultimately also saves costs for conventional treatments and medication.,objection,premise,0.1357
health_insurance_cover_complementary_medicine,a3,a1,Yet this very proof is lacking in most cases.,"Alternative treatments should be subsidized in the same way as conventional treatments,",objection,claim,0.1351
health_insurance_cover_complementary_medicine,a1,a4,The choice of an attending physician is at the discretion of the patient.,"This will do little damage to the pharmaceutical industry,",objection,premise,0.1345
health_insurance_cover_complementary_medicine,a5,a3,The health insurance companies ought to be enabled to recognize a doctor's decision for natural treatment and also to cover it.,"Besides many practices in this field are not regulated professions,",claim,premise,0.1337
health_insurance_cover_complementary_medicine,a2,a4,However there is no substantiated data that this healing isn't simply due to the placebo effect.,which means that quacks and phonies can practice these occupations unknown to the patients.,objection,premise,0.1333
health_insurance_cover_complementary_medicine,a3,a1,Yet this very proof is lacking in most cases.,The statutory health insurance companies should also cover treatments with non-medical and alternative practitioners.,objection,claim,0.1324
health_insurance_cover_complementary_medicine,a3,a3,Yet this very proof is lacking in most cases.,Often natural treatments do not put as much of a strain on the patient.,objection,premise,0.1324
health_insurance_cover_complementary_medicine,a1,a1,The choice of an attending physician is at the discretion of the patient.,"From time immemorial humans have had complementary medicine,",objection,premise,0.1309
health_insurance_cover_complementary_medicine,a4,a3,since there is a chance of recovery.,They should not be spent on personal preferences without proven use.,premise,premise,0.1301
health_insurance_cover_complementary_medicine,a5,a1,and who would want to question their broad expertise?,The statutory health insurance companies should also cover treatments with non-medical and alternative practitioners.,premise,claim,0.1282
health_insurance_cover_complementary_medicine,a2,a6,and it has not generally been ineffective.,It would be conceivable to invest more into the training and control of this occupation sector on the part of the state.,premise,objection,0.1278
health_insurance_cover_complementary_medicine,a3,a1,Yet this very proof is lacking in most cases.,"From time immemorial humans have had complementary medicine,",objection,premise,0.126
health_insurance_cover_complementary_medicine,a4,a2,since there is a chance of recovery.,Yet the funds of the health insurance companies are a common benefit for all premium payers.,premise,premise,0.126
health_insurance_cover_complementary_medicine,a2,a5,unless the promised effect and its medical benefit have been concretely proven.,and who would want to question their broad expertise?,objection,premise,0.1225
health_insurance_cover_complementary_medicine,a4,a4,since there is a chance of recovery.,which means that quacks and phonies can practice these occupations unknown to the patients.,premise,premise,0.1205
health_insurance_cover_complementary_medicine,a1,a5,Health insurance companies should naturally cover alternative medical treatments.,and who would want to question their broad expertise?,claim,premise,0.1187
health_insurance_cover_complementary_medicine,a4,a3,Besides many general practitioners offer such counselling and treatments in parallel anyway -,They should not be spent on personal preferences without proven use.,premise,premise,0.1179
health_insurance_cover_complementary_medicine,a3,a5,Yet this very proof is lacking in most cases.,The health insurance companies ought to be enabled to recognize a doctor's decision for natural treatment and also to cover it.,objection,claim,0.1176
health_insurance_cover_complementary_medicine,a4,a1,since there is a chance of recovery.,The choice of an attending physician is at the discretion of the patient.,premise,objection,0.1161
health_insurance_cover_complementary_medicine,a4,a3,Patients do often report relief of their complaints after such treatments.,They should not be spent on personal preferences without proven use.,objection,premise,0.1157
health_insurance_cover_complementary_medicine,a5,a6,and who would want to question their broad expertise?,"and, moreover, entails significant risks and side effects.",premise,premise,0.1153
health_insurance_cover_complementary_medicine,a1,a3,"From time immemorial humans have had complementary medicine,","Besides many practices in this field are not regulated professions,",premise,premise,0.1145
health_insurance_cover_complementary_medicine,a5,a2,and who would want to question their broad expertise?,"which are often less costly than medication from conventional medicine, which are also paid for after all.",premise,premise,0.1144
health_insurance_cover_complementary_medicine,a1,a1,The choice of an attending physician is at the discretion of the patient.,Many people see proven relief of their symptoms and complaints by complementary medicine.,objection,objection,0.1138
health_insurance_cover_complementary_medicine,a3,a3,"Yet many patients subjectively experience relief or are cured of their complaints,","Besides many practices in this field are not regulated professions,",objection,premise,0.1124
health_insurance_cover_complementary_medicine,a3,a4,Yet this very proof is lacking in most cases.,Such therapies can frequently result in an improvement in the condition through the active participation of the patient.,objection,premise,0.1116
health_insurance_cover_complementary_medicine,a1,a1,The choice of an attending physician is at the discretion of the patient.,Complementary medicine includes treatments with proven health benefits in many areas,objection,premise,0.1116
health_insurance_cover_complementary_medicine,a2,a6,"which are often less costly than medication from conventional medicine, which are also paid for after all.",It would be conceivable to invest more into the training and control of this occupation sector on the part of the state.,premise,objection,0.1098
health_insurance_cover_complementary_medicine,a5,a2,and who would want to question their broad expertise?,Their treatment methods and successes are not amply researched or proven.,premise,objection,0.1073
health_insurance_cover_complementary_medicine,a3,a5,yet it's precisely their positive effect when accompanying conventional 'western' medical therapies that's been demonstrated as beneficial.,and who would want to question their broad expertise?,objection,premise,0.1067
health_insurance_cover_complementary_medicine,a1,a6,The choice of an attending physician is at the discretion of the patient.,It would be conceivable to invest more into the training and control of this occupation sector on the part of the state.,objection,objection,0.1052
health_insurance_cover_complementary_medicine,a1,a3,Complementary medicine includes treatments with proven health benefits in many areas,"Besides many practices in this field are not regulated professions,",premise,premise,0.1045
health_insurance_cover_complementary_medicine,a5,a2,and who would want to question their broad expertise?,Yet the funds of the health insurance companies are a common benefit for all premium payers.,premise,premise,0.1038
health_insurance_cover_complementary_medicine,a5,a3,and who would want to question their broad expertise?,"Yet many patients subjectively experience relief or are cured of their complaints,",premise,objection,0.1015
health_insurance_cover_complementary_medicine,a4,a3,Such therapies can frequently result in an improvement in the condition through the active participation of the patient.,"Besides many practices in this field are not regulated professions,",premise,premise,0.1
health_insurance_cover_complementary_medicine,a2,a4,Yet the funds of the health insurance companies are a common benefit for all premium payers.,The effectiveness of many natural remedies has not been demonstrated.,premise,premise,0.0999
health_insurance_cover_complementary_medicine,a5,a6,Therefore no unproven and unrecognized treatments by naturopaths should be reimbursed by the insurance companies.,It would be conceivable to invest more into the training and control of this occupation sector on the part of the state.,claim,objection,0.0997
health_insurance_cover_complementary_medicine,a3,a4,Yet this very proof is lacking in most cases.,Patients do often report relief of their complaints after such treatments.,objection,objection,0.0982
health_insurance_cover_complementary_medicine,a4,a4,The effectiveness of many natural remedies has not been demonstrated.,which means that quacks and phonies can practice these occupations unknown to the patients.,premise,premise,0.0982
health_insurance_cover_complementary_medicine,a5,a5,and who would want to question their broad expertise?,That's why the statutory health insurance companies should not cover such treatments.,premise,claim,0.0971
health_insurance_cover_complementary_medicine,a4,a6,since there is a chance of recovery.,It would be conceivable to invest more into the training and control of this occupation sector on the part of the state.,premise,objection,0.0957
health_insurance_cover_complementary_medicine,a6,a6,"and, moreover, entails significant risks and side effects.",It would be conceivable to invest more into the training and control of this occupation sector on the part of the state.,premise,objection,0.0954
health_insurance_cover_complementary_medicine,a5,a5,and who would want to question their broad expertise?,and conventional medicine will also hardly suffer.,premise,premise,0.0946
health_insurance_cover_complementary_medicine,a3,a2,They should not be spent on personal preferences without proven use.,However there is no substantiated data that this healing isn't simply due to the placebo effect.,premise,objection,0.0938
health_insurance_cover_complementary_medicine,a2,a6,"Not all practices and approaches that are lumped together under this term may have been proven in clinical trials,",It would be conceivable to invest more into the training and control of this occupation sector on the part of the state.,objection,objection,0.093
health_insurance_cover_complementary_medicine,a2,a3,However there is no substantiated data that this healing isn't simply due to the placebo effect.,"Besides many practices in this field are not regulated professions,",objection,premise,0.0922
health_insurance_cover_complementary_medicine,a3,a2,Yet this very proof is lacking in most cases.,"since both methods can lead to the prevention, mitigation or cure of an illness.",objection,premise,0.0921
health_insurance_cover_complementary_medicine,a2,a5,"Not all practices and approaches that are lumped together under this term may have been proven in clinical trials,",and who would want to question their broad expertise?,objection,premise,0.0914
health_insurance_cover_complementary_medicine,a5,a4,and who would want to question their broad expertise?,which ultimately also saves costs for conventional treatments and medication.,premise,premise,0.0914
health_insurance_cover_complementary_medicine,a5,a1,and who would want to question their broad expertise?,"From time immemorial humans have had complementary medicine,",premise,premise,0.0856
health_insurance_cover_complementary_medicine,a3,a5,Yet this very proof is lacking in most cases.,Therefore no unproven and unrecognized treatments by naturopaths should be reimbursed by the insurance companies.,objection,claim,0.0822
health_insurance_cover_complementary_medicine,a3,a6,They should not be spent on personal preferences without proven use.,It would be conceivable to invest more into the training and control of this occupation sector on the part of the state.,premise,objection,0.0791
health_insurance_cover_complementary_medicine,a3,a1,Yet this very proof is lacking in most cases.,The choice of an attending physician is at the discretion of the patient.,objection,objection,0.074
health_insurance_cover_complementary_medicine,a5,a6,It doesn't matter after all that those who administer the treatment don't have 'doctor status'.,It would be conceivable to invest more into the training and control of this occupation sector on the part of the state.,premise,objection,0.0692
health_insurance_cover_complementary_medicine,a1,a6,Health insurance companies should not cover treatment in complementary medicine,It would be conceivable to invest more into the training and control of this occupation sector on the part of the state.,claim,objection,0.0668
health_insurance_cover_complementary_medicine,a1,a5,"Alternative treatments should be subsidized in the same way as conventional treatments,",and who would want to question their broad expertise?,claim,premise,0.066
health_insurance_cover_complementary_medicine,a1,a6,"From time immemorial humans have had complementary medicine,",It would be conceivable to invest more into the training and control of this occupation sector on the part of the state.,premise,objection,0.0642
health_insurance_cover_complementary_medicine,a3,a4,They should not be spent on personal preferences without proven use.,Such therapies can frequently result in an improvement in the condition through the active participation of the patient.,premise,premise,0.0638
health_insurance_cover_complementary_medicine,a5,a6,and conventional medicine will also hardly suffer.,It would be conceivable to invest more into the training and control of this occupation sector on the part of the state.,premise,objection,0.0611
health_insurance_cover_complementary_medicine,a4,a5,since there is a chance of recovery.,and who would want to question their broad expertise?,premise,premise,0.0599
health_insurance_cover_complementary_medicine,a5,a4,and who would want to question their broad expertise?,Such therapies can frequently result in an improvement in the condition through the active participation of the patient.,premise,premise,0.0567
health_insurance_cover_complementary_medicine,a5,a6,"Also conventional medicine is in many cases not successful,",It would be conceivable to invest more into the training and control of this occupation sector on the part of the state.,premise,objection,0.0558
health_insurance_cover_complementary_medicine,a1,a6,Complementary medicine includes treatments with proven health benefits in many areas,It would be conceivable to invest more into the training and control of this occupation sector on the part of the state.,premise,objection,0.0536
health_insurance_cover_complementary_medicine,a5,a5,and who would want to question their broad expertise?,Therefore no unproven and unrecognized treatments by naturopaths should be reimbursed by the insurance companies.,premise,claim,0.053
health_insurance_cover_complementary_medicine,a4,a3,Patients do often report relief of their complaints after such treatments.,"Besides many practices in this field are not regulated professions,",objection,premise,0.0527
health_insurance_cover_complementary_medicine,a5,a2,and who would want to question their broad expertise?,and it has not generally been ineffective.,premise,premise,0.051
health_insurance_cover_complementary_medicine,a4,a5,Patients do often report relief of their complaints after such treatments.,and who would want to question their broad expertise?,objection,premise,0.0465
health_insurance_cover_complementary_medicine,a1,a2,The choice of an attending physician is at the discretion of the patient.,and it has not generally been ineffective.,objection,premise,0.0462
health_insurance_cover_complementary_medicine,a2,a5,"since both methods can lead to the prevention, mitigation or cure of an illness.",and who would want to question their broad expertise?,premise,premise,0.0366
health_insurance_cover_complementary_medicine,a2,a6,Their treatment methods and successes are not amply researched or proven.,It would be conceivable to invest more into the training and control of this occupation sector on the part of the state.,objection,objection,0.035
health_insurance_cover_complementary_medicine,a1,a3,Many people see proven relief of their symptoms and complaints by complementary medicine.,"Besides many practices in this field are not regulated professions,",objection,premise,0.0307
health_insurance_cover_complementary_medicine,a5,a5,and who would want to question their broad expertise?,"Also conventional medicine is in many cases not successful,",premise,premise,0.0287
health_insurance_cover_complementary_medicine,a1,a5,Health insurance companies should not cover treatment in complementary medicine,and who would want to question their broad expertise?,claim,premise,0.0205
health_insurance_cover_complementary_medicine,a5,a1,and who would want to question their broad expertise?,Many people see proven relief of their symptoms and complaints by complementary medicine.,premise,objection,0.0171
health_insurance_cover_complementary_medicine,a5,a3,and who would want to question their broad expertise?,Often natural treatments do not put as much of a strain on the patient.,premise,premise,0.007
higher_dog_poo_fines,a1,a1,There should be much higher fines for dog dirt left on pavements.,"If there were higher fines for leaving dog dirt on pavements, there would presumably be less dog dirt,",claim,claim,0.9442
higher_dog_poo_fines,a1,a1,There should be much higher fines for dog dirt left on pavements.,"Dog owners should pay higher fines for dog dirt left on pavements,",claim,claim,0.9071
higher_dog_poo_fines,a1,a1,There should be a higher fine for dog dirt on the pavement.,There should be much higher fines for dog dirt left on pavements.,claim,claim,0.9041
higher_dog_poo_fines,a1,a1,"If there were higher fines for leaving dog dirt on pavements, there would presumably be less dog dirt,","Dog owners should pay higher fines for dog dirt left on pavements,",claim,claim,0.8709
higher_dog_poo_fines,a1,a1,There should be a higher fine for dog dirt on the pavement.,"If there were higher fines for leaving dog dirt on pavements, there would presumably be less dog dirt,",claim,claim,0.8622
higher_dog_poo_fines,a1,a1,For dog dirt left on the pavement dog owners should by all means pay a bit more.,"Dog owners should pay higher fines for dog dirt left on pavements,",claim,claim,0.86
higher_dog_poo_fines,a1,a1,There should be a higher fine for dog dirt on the pavement.,"Dog owners should pay higher fines for dog dirt left on pavements,",claim,claim,0.836
higher_dog_poo_fines,a1,a1,For dog dirt left on the pavement dog owners should by all means pay a bit more.,There should be much higher fines for dog dirt left on pavements.,claim,claim,0.8134
higher_dog_poo_fines,a4,a2,Dog owners may think that dog dirt is only a harmless secretion of an animal like any other.,Dog dirt is disgusting and a hygiene problem.,objection,premise,0.7912
higher_dog_poo_fines,a2,a2,Dog dirt is disgusting and a hygiene problem.,Stepping in dog dirt is gross and absolutely ruins your day,premise,premise,0.7887
higher_dog_poo_fines,a1,a1,For dog dirt left on the pavement dog owners should by all means pay a bit more.,"If there were higher fines for leaving dog dirt on pavements, there would presumably be less dog dirt,",claim,claim,0.7783
higher_dog_poo_fines,a1,a1,For dog dirt left on the pavement dog owners should by all means pay a bit more.,There should be a higher fine for dog dirt on the pavement.,claim,claim,0.7695
higher_dog_poo_fines,a1,a1,There should be much higher fines for dog dirt left on pavements.,Higher penalties for dog dirt are pointless as long as there is not enough personnel to enforce them.,claim,claim,0.7617
higher_dog_poo_fines,a1,a1,Higher penalties for dog dirt are pointless as long as there is not enough personnel to enforce them.,"If there were higher fines for leaving dog dirt on pavements, there would presumably be less dog dirt,",claim,claim,0.754
higher_dog_poo_fines,a4,a1,"Besides, the fines for public urination by a human are higher than for leaving behind dog dirt on the pavement, which is disproportionate.","If there were higher fines for leaving dog dirt on pavements, there would presumably be less dog dirt,",premise,claim,0.7539
higher_dog_poo_fines,a1,a4,There should be much higher fines for dog dirt left on pavements.,"Besides, the fines for public urination by a human are higher than for leaving behind dog dirt on the pavement, which is disproportionate.",claim,premise,0.7277
higher_dog_poo_fines,a3,a4,"Higher fines are therefore the right measure against negligent, lazy or simply thoughtless dog owners.","A higher fine, so dog owners would have to dig deeper into their pockets, is supposed to be a deterrent after all.",claim,premise,0.7225
higher_dog_poo_fines,a1,a4,There should be a higher fine for dog dirt on the pavement.,"A higher fine, so dog owners would have to dig deeper into their pockets, is supposed to be a deterrent after all.",claim,premise,0.7141
higher_dog_poo_fines,a1,a1,Higher penalties for dog dirt are pointless as long as there is not enough personnel to enforce them.,"Dog owners should pay higher fines for dog dirt left on pavements,",claim,claim,0.7019
higher_dog_poo_fines,a1,a1,There should be a higher fine for dog dirt on the pavement.,Higher penalties for dog dirt are pointless as long as there is not enough personnel to enforce them.,claim,claim,0.6814
higher_dog_poo_fines,a1,a4,There should be a higher fine for dog dirt on the pavement.,"Besides, the fines for public urination by a human are higher than for leaving behind dog dirt on the pavement, which is disproportionate.",claim,premise,0.6793
higher_dog_poo_fines,a3,a4,"in general, however, a clean environment and the role model effect of others is more likely to motivate the dog owner to pick up the droppings than a potential fine.","A higher fine, so dog owners would have to dig deeper into their pockets, is supposed to be a deterrent after all.",premise,premise,0.6761
higher_dog_poo_fines,a1,a4,There should be much higher fines for dog dirt left on pavements.,"A higher fine, so dog owners would have to dig deeper into their pockets, is supposed to be a deterrent after all.",claim,premise,0.6752
higher_dog_poo_fines,a4,a1,"Besides, the fines for public urination by a human are higher than for leaving behind dog dirt on the pavement, which is disproportionate.","Dog owners should pay higher fines for dog dirt left on pavements,",premise,claim,0.6716
higher_dog_poo_fines,a3,a1,"Higher fines are therefore the right measure against negligent, lazy or simply thoughtless dog owners.",There should be much higher fines for dog dirt left on pavements.,claim,claim,0.6702
higher_dog_poo_fines,a3,a1,"Higher fines are therefore the right measure against negligent, lazy or simply thoughtless dog owners.","Dog owners should pay higher fines for dog dirt left on pavements,",claim,claim,0.6692
higher_dog_poo_fines,a2,a2,Dog dirt is disgusting and a hygiene problem.,although there aren't enough bins and bag-dispensers for dog dirt.,premise,objection,0.6667
higher_dog_poo_fines,a1,a1,"Dog dirt on the pavement requires my complete, ground-focused attention on my way to work.",There should be a higher fine for dog dirt on the pavement.,premise,claim,0.6638
higher_dog_poo_fines,a5,a1,"Some dog owners assume that paying a dog licence fee covers the removal of such waste,","Dog owners should pay higher fines for dog dirt left on pavements,",objection,claim,0.6586
higher_dog_poo_fines,a4,a2,Dog owners may think that dog dirt is only a harmless secretion of an animal like any other.,Stepping in dog dirt is gross and absolutely ruins your day,objection,premise,0.6557
higher_dog_poo_fines,a1,a4,"If there were higher fines for leaving dog dirt on pavements, there would presumably be less dog dirt,","A higher fine, so dog owners would have to dig deeper into their pockets, is supposed to be a deterrent after all.",claim,premise,0.6512
higher_dog_poo_fines,a3,a4,"Higher fines are therefore the right measure against negligent, lazy or simply thoughtless dog owners.","Besides, the fines for public urination by a human are higher than for leaving behind dog dirt on the pavement, which is disproportionate.",claim,premise,0.6503
higher_dog_poo_fines,a4,a4,"Besides, the fines for public urination by a human are higher than for leaving behind dog dirt on the pavement, which is disproportionate.","A higher fine, so dog owners would have to dig deeper into their pockets, is supposed to be a deterrent after all.",premise,premise,0.649
higher_dog_poo_fines,a1,a1,"Dog dirt on the pavement requires my complete, ground-focused attention on my way to work.",For dog dirt left on the pavement dog owners should by all means pay a bit more.,premise,claim,0.6452
higher_dog_poo_fines,a1,a1,There should be a higher fine for dog dirt on the pavement.,Pieces of dog poo on the pavements are a real danger.,claim,premise,0.6448
higher_dog_poo_fines,a4,a1,"Besides, the fines for public urination by a human are higher than for leaving behind dog dirt on the pavement, which is disproportionate.",Higher penalties for dog dirt are pointless as long as there is not enough personnel to enforce them.,premise,claim,0.6442
higher_dog_poo_fines,a4,a3,"A higher fine, so dog owners would have to dig deeper into their pockets, is supposed to be a deterrent after all.","A fine for leaving dog waste behind admittedly seems rather authoritarian,",premise,objection,0.6429
higher_dog_poo_fines,a3,a1,"Higher fines are therefore the right measure against negligent, lazy or simply thoughtless dog owners.","If there were higher fines for leaving dog dirt on pavements, there would presumably be less dog dirt,",claim,claim,0.6399
higher_dog_poo_fines,a1,a5,For dog dirt left on the pavement dog owners should by all means pay a bit more.,"Some dog owners assume that paying a dog licence fee covers the removal of such waste,",claim,objection,0.6366
higher_dog_poo_fines,a3,a1,"Higher fines are therefore the right measure against negligent, lazy or simply thoughtless dog owners.",Higher penalties for dog dirt are pointless as long as there is not enough personnel to enforce them.,claim,claim,0.6353
higher_dog_poo_fines,a5,a3,"Some dog owners assume that paying a dog licence fee covers the removal of such waste,","A fine for leaving dog waste behind admittedly seems rather authoritarian,",objection,objection,0.6334
higher_dog_poo_fines,a1,a2,"Dog dirt on the pavement requires my complete, ground-focused attention on my way to work.",Stepping in dog dirt is gross and absolutely ruins your day,premise,premise,0.6319
higher_dog_poo_fines,a1,a2,For dog dirt left on the pavement dog owners should by all means pay a bit more.,although there aren't enough bins and bag-dispensers for dog dirt.,claim,objection,0.6307
higher_dog_poo_fines,a1,a2,For dog dirt left on the pavement dog owners should by all means pay a bit more.,Dog dirt is disgusting and a hygiene problem.,claim,premise,0.629
higher_dog_poo_fines,a1,a4,"Dog owners should pay higher fines for dog dirt left on pavements,","A higher fine, so dog owners would have to dig deeper into their pockets, is supposed to be a deterrent after all.",claim,premise,0.6283
higher_dog_poo_fines,a1,a1,For dog dirt left on the pavement dog owners should by all means pay a bit more.,Higher penalties for dog dirt are pointless as long as there is not enough personnel to enforce them.,claim,claim,0.6245
higher_dog_poo_fines,a2,a1,Dog dirt is disgusting and a hygiene problem.,"Dog owners should pay higher fines for dog dirt left on pavements,",premise,claim,0.6227
higher_dog_poo_fines,a1,a1,"Dog dirt on the pavement requires my complete, ground-focused attention on my way to work.","Dog owners should pay higher fines for dog dirt left on pavements,",premise,claim,0.6214
higher_dog_poo_fines,a1,a2,There should be a higher fine for dog dirt on the pavement.,Dog dirt is disgusting and a hygiene problem.,claim,premise,0.6199
higher_dog_poo_fines,a1,a1,There should be much higher fines for dog dirt left on pavements.,Pieces of dog poo on the pavements are a real danger.,claim,premise,0.6196
higher_dog_poo_fines,a3,a1,"Also children, adults and other animals aren't allowed to leave droppings on the pavement.",Pieces of dog poo on the pavements are a real danger.,premise,premise,0.6188
higher_dog_poo_fines,a3,a3,"Higher fines are therefore the right measure against negligent, lazy or simply thoughtless dog owners.","Higher fines may not be ideal, particularly for financially weaker individuals,",claim,objection,0.6148
higher_dog_poo_fines,a4,a1,Dog owners may think that dog dirt is only a harmless secretion of an animal like any other.,There should be a higher fine for dog dirt on the pavement.,objection,claim,0.6142
higher_dog_poo_fines,a3,a3,"in general, however, a clean environment and the role model effect of others is more likely to motivate the dog owner to pick up the droppings than a potential fine.","A fine for leaving dog waste behind admittedly seems rather authoritarian,",premise,objection,0.6138
higher_dog_poo_fines,a1,a1,One can hardly move in Friedrichshain or Neukölln these days without permanently scanning the ground for dog dirt.,"Dog dirt on the pavement requires my complete, ground-focused attention on my way to work.",premise,premise,0.6133
higher_dog_poo_fines,a2,a6,Dog dirt is disgusting and a hygiene problem.,A dog dirt-free city will be more attractive not only for its residents but also for tourists!,premise,premise,0.6109
higher_dog_poo_fines,a1,a1,"Dog dirt on the pavement requires my complete, ground-focused attention on my way to work.",There should be much higher fines for dog dirt left on pavements.,premise,claim,0.6108
higher_dog_poo_fines,a1,a2,"If there were higher fines for leaving dog dirt on pavements, there would presumably be less dog dirt,",although there aren't enough bins and bag-dispensers for dog dirt.,claim,objection,0.608
higher_dog_poo_fines,a3,a3,"Higher fines are therefore the right measure against negligent, lazy or simply thoughtless dog owners.","A fine for leaving dog waste behind admittedly seems rather authoritarian,",claim,objection,0.6054
higher_dog_poo_fines,a4,a2,Dog owners may think that dog dirt is only a harmless secretion of an animal like any other.,although there aren't enough bins and bag-dispensers for dog dirt.,objection,objection,0.605
higher_dog_poo_fines,a1,a2,Higher penalties for dog dirt are pointless as long as there is not enough personnel to enforce them.,although there aren't enough bins and bag-dispensers for dog dirt.,claim,objection,0.604
higher_dog_poo_fines,a2,a1,Dog dirt is disgusting and a hygiene problem.,"If there were higher fines for leaving dog dirt on pavements, there would presumably be less dog dirt,",premise,claim,0.6029
higher_dog_poo_fines,a3,a4,"in general, however, a clean environment and the role model effect of others is more likely to motivate the dog owner to pick up the droppings than a potential fine.",but cleaning up after their dogs does happen to be the obligation of the owners.,premise,objection,0.6018
