topic,arg_A,arg_B,text_A,text_B,type_A,type_B,s2_score
higher_dog_poo_fines,a3,a5,"Higher fines are therefore the right measure against negligent, lazy or simply thoughtless dog owners.",Increasing penalties is therefore the right way.,claim,claim,0.1789
higher_dog_poo_fines,a1,a5,Higher penalties for dog dirt are pointless as long as there is not enough personnel to enforce them.,Increasing penalties is therefore the right way.,claim,claim,0.1492
higher_dog_poo_fines,a3,a1,"Higher fines are therefore the right measure against negligent, lazy or simply thoughtless dog owners.","If there were higher fines for leaving dog dirt on pavements, there would presumably be less dog dirt,",claim,claim,0.1442
higher_dog_poo_fines,a3,a1,"Higher fines are therefore the right measure against negligent, lazy or simply thoughtless dog owners.",There should be much higher fines for dog dirt left on pavements.,claim,claim,0.143
higher_dog_poo_fines,a1,a5,"Dog owners should pay higher fines for dog dirt left on pavements,",Increasing penalties is therefore the right way.,claim,claim,0.1188
higher_dog_poo_fines,a1,a5,"If there were higher fines for leaving dog dirt on pavements, there would presumably be less dog dirt,",Increasing penalties is therefore the right way.,claim,claim,0.0886
increase_weight_of_BA_thesis_in_final_grade,a5,a5,It would therefore be wise to adjust the required effort for final theses accordingly.,Due to the many random factors the bachelor thesis should not play a bigger role.,claim,claim,0.41
increase_weight_of_BA_thesis_in_final_grade,a5,a1,Due to the many random factors the bachelor thesis should not play a bigger role.,"The BA dissertation should, if not make up the entire grade, then at least constitute a larger share of it.",claim,claim,0.3714
increase_weight_of_BA_thesis_in_final_grade,a5,a3,It would therefore be wise to adjust the required effort for final theses accordingly.,Current regulations for the calculation of the total grade should therefore be maintained.,claim,claim,0.3032
increase_weight_of_BA_thesis_in_final_grade,a3,a1,Current regulations for the calculation of the total grade should therefore be maintained.,"The BA dissertation should, if not make up the entire grade, then at least constitute a larger share of it.",claim,claim,0.2885
increase_weight_of_BA_thesis_in_final_grade,a5,a3,Due to the many random factors the bachelor thesis should not play a bigger role.,Current regulations for the calculation of the total grade should therefore be maintained.,claim,claim,0.2252
increase_weight_of_BA_thesis_in_final_grade,a5,a1,It would therefore be wise to adjust the required effort for final theses accordingly.,"The BA dissertation should, if not make up the entire grade, then at least constitute a larger share of it.",claim,claim,0.1833
introduce_capital_punishment,a3,a1,That's why Germany should not introduce capital punishment!,Germany should by no means introduce capital punishment.,claim,claim,0.7013
introduce_capital_punishment,a1,a3,The death penalty is a legal means that as such is not practicable in Germany.,That's why Germany should not introduce capital punishment!,claim,claim,0.5004
introduce_capital_punishment,a3,a1,That's why Germany should not introduce capital punishment!,"One should not re-introduce capital punishment in Germany,",claim,claim,0.3938
introduce_capital_punishment,a3,a4,That's why Germany should not introduce capital punishment!,The state ought to prevent murder - not avenge it.,claim,claim,0.3645
introduce_capital_punishment,a5,a5,We don't need it.,"Still, the state needs the death penalty as a deterrent to horrific crimes.",claim,claim,0.3519
introduce_capital_punishment,a1,a1,The death penalty should be abandoned everywhere.,Germany should by no means introduce capital punishment.,claim,claim,0.3449
introduce_capital_punishment,a1,a4,Germany should by no means introduce capital punishment.,The state ought to prevent murder - not avenge it.,claim,claim,0.3361
introduce_capital_punishment,a1,a4,The death penalty should be abandoned everywhere.,The state ought to prevent murder - not avenge it.,claim,claim,0.3265
introduce_capital_punishment,a1,a1,The death penalty is a legal means that as such is not practicable in Germany.,The death penalty should be abandoned everywhere.,claim,claim,0.326
introduce_capital_punishment,a1,a5,The death penalty is a legal means that as such is not practicable in Germany.,"Still, the state needs the death penalty as a deterrent to horrific crimes.",claim,claim,0.324
introduce_capital_punishment,a1,a5,The death penalty should be abandoned everywhere.,"Still, the state needs the death penalty as a deterrent to horrific crimes.",claim,claim,0.3166
introduce_capital_punishment,a1,a1,The death penalty is a legal means that as such is not practicable in Germany.,Germany should by no means introduce capital punishment.,claim,claim,0.3131
introduce_capital_punishment,a1,a1,"One should not re-introduce capital punishment in Germany,",Germany should by no means introduce capital punishment.,claim,claim,0.3131
introduce_capital_punishment,a3,a1,That's why Germany should not introduce capital punishment!,The death penalty should be abandoned everywhere.,claim,claim,0.3112
introduce_capital_punishment,a1,a5,Germany should by no means introduce capital punishment.,"Still, the state needs the death penalty as a deterrent to horrific crimes.",claim,claim,0.2957
introduce_capital_punishment,a1,a1,The death penalty is a legal means that as such is not practicable in Germany.,"One should not re-introduce capital punishment in Germany,",claim,claim,0.2516
introduce_capital_punishment,a1,a1,The death penalty should be abandoned everywhere.,"One should not re-introduce capital punishment in Germany,",claim,claim,0.2431
introduce_capital_punishment,a3,a5,That's why Germany should not introduce capital punishment!,"Still, the state needs the death penalty as a deterrent to horrific crimes.",claim,claim,0.2217
introduce_capital_punishment,a4,a5,The state ought to prevent murder - not avenge it.,"Still, the state needs the death penalty as a deterrent to horrific crimes.",claim,claim,0.2203
introduce_capital_punishment,a5,a1,We don't need it.,Germany should by no means introduce capital punishment.,claim,claim,0.2153
introduce_capital_punishment,a5,a4,We don't need it.,The state ought to prevent murder - not avenge it.,claim,claim,0.2057
introduce_capital_punishment,a1,a5,"One should not re-introduce capital punishment in Germany,","Still, the state needs the death penalty as a deterrent to horrific crimes.",claim,claim,0.1856
introduce_capital_punishment,a1,a5,The death penalty should be abandoned everywhere.,We don't need it.,claim,claim,0.1257
introduce_capital_punishment,a1,a4,The death penalty is a legal means that as such is not practicable in Germany.,The state ought to prevent murder - not avenge it.,claim,claim,0.1145
introduce_capital_punishment,a3,a5,That's why Germany should not introduce capital punishment!,We don't need it.,claim,claim,0.1128
introduce_capital_punishment,a1,a4,"One should not re-introduce capital punishment in Germany,",The state ought to prevent murder - not avenge it.,claim,claim,0.1077
introduce_capital_punishment,a1,a5,The death penalty is a legal means that as such is not practicable in Germany.,We don't need it.,claim,claim,0.0872
introduce_capital_punishment,a1,a5,"One should not re-introduce capital punishment in Germany,",We don't need it.,claim,claim,0.0482
keep_retirement_at_63,a1,a1,"No, the retirement age should be raised to 65 again.",I am not of the opinion that the retirement age should be set at 63 years.,claim,claim,0.5646
keep_retirement_at_63,a5,a1,Raising the relative retirement age on the basis of the physical fitness of the average citizen is fair.,I am not of the opinion that the retirement age should be set at 63 years.,claim,claim,0.3255
keep_retirement_at_63,a1,a5,"No, the retirement age should be raised to 65 again.",Raising the relative retirement age on the basis of the physical fitness of the average citizen is fair.,claim,claim,0.3216
keep_retirement_at_63,a4,a1,"Especially now, as there is a lack of skilled labour, it's irresponsible for the economy and prosperity to retire at 63.","The implementation of retirement at 63 is no longer socially sustainable,",claim,claim,0.2804
keep_retirement_at_63,a3,a1,the statutory retirement age should in the future not remain at 63 years.,"The implementation of retirement at 63 is no longer socially sustainable,",claim,claim,0.2735
keep_retirement_at_63,a3,a4,the statutory retirement age should in the future not remain at 63 years.,"Especially now, as there is a lack of skilled labour, it's irresponsible for the economy and prosperity to retire at 63.",claim,claim,0.267
keep_retirement_at_63,a1,a3,"No, the retirement age should be raised to 65 again.",the statutory retirement age should in the future not remain at 63 years.,claim,claim,0.2503
keep_retirement_at_63,a5,a4,Raising the relative retirement age on the basis of the physical fitness of the average citizen is fair.,"Especially now, as there is a lack of skilled labour, it's irresponsible for the economy and prosperity to retire at 63.",claim,claim,0.2464
keep_retirement_at_63,a1,a4,"No, the retirement age should be raised to 65 again.","Especially now, as there is a lack of skilled labour, it's irresponsible for the economy and prosperity to retire at 63.",claim,claim,0.2444
keep_retirement_at_63,a4,a1,"Especially now, as there is a lack of skilled labour, it's irresponsible for the economy and prosperity to retire at 63.",I am not of the opinion that the retirement age should be set at 63 years.,claim,claim,0.2153
keep_retirement_at_63,a5,a1,Raising the relative retirement age on the basis of the physical fitness of the average citizen is fair.,"The implementation of retirement at 63 is no longer socially sustainable,",claim,claim,0.2095
keep_retirement_at_63,a5,a3,Raising the relative retirement age on the basis of the physical fitness of the average citizen is fair.,the statutory retirement age should in the future not remain at 63 years.,claim,claim,0.1949
keep_retirement_at_63,a1,a1,"No, the retirement age should be raised to 65 again.","The implementation of retirement at 63 is no longer socially sustainable,",claim,claim,0.1849
keep_retirement_at_63,a3,a1,the statutory retirement age should in the future not remain at 63 years.,I am not of the opinion that the retirement age should be set at 63 years.,claim,claim,0.1707
keep_retirement_at_63,a1,a1,I am not of the opinion that the retirement age should be set at 63 years.,"The implementation of retirement at 63 is no longer socially sustainable,",claim,claim,0.1604
make_video_games_olympic,a6,a1,computer games should also not be recognized as Olympic events.,Video games ought to be included in the ranks of Olympic events.,claim,claim,0.4182
make_video_games_olympic,a1,a2,Video games ought to be included in the ranks of Olympic events.,It would be fair to make them into an Olympic event.,claim,claim,0.4038
make_video_games_olympic,a6,a2,computer games should also not be recognized as Olympic events.,It would be fair to make them into an Olympic event.,claim,claim,0.2323
over_the_counter_morning_after_pill,a1,a1,The morning-after pill ought to be available over-the-counter in pharmacies.,No one should have the possibility to pick up the morning-after pill over the counter at the pharmacy.,claim,claim,0.5647
over_the_counter_morning_after_pill,a5,a1,The morning-after pill should only be prescribed after counselling by a physician or pharmacist.,No one should have the possibility to pick up the morning-after pill over the counter at the pharmacy.,claim,claim,0.4574
over_the_counter_morning_after_pill,a1,a5,The morning-after pill ought to be available over-the-counter in pharmacies.,The morning-after pill should only be prescribed after counselling by a physician or pharmacist.,claim,claim,0.4321
over_the_counter_morning_after_pill,a1,a2,The morning-after pill ought to be available over-the-counter in pharmacies.,I argue categorically in favour of over-the-counter availability of the morning-after pill in pharmacies.,claim,claim,0.4191
over_the_counter_morning_after_pill,a4,a2,dispensing it without medical advice would be inappropriate.,I argue categorically in favour of over-the-counter availability of the morning-after pill in pharmacies.,claim,claim,0.3743
over_the_counter_morning_after_pill,a5,a2,That's why a visit to the doctor and professional advice should remain mandatory.,I argue categorically in favour of over-the-counter availability of the morning-after pill in pharmacies.,claim,claim,0.3226
over_the_counter_morning_after_pill,a5,a1,That's why a visit to the doctor and professional advice should remain mandatory.,No one should have the possibility to pick up the morning-after pill over the counter at the pharmacy.,claim,claim,0.2888
over_the_counter_morning_after_pill,a4,a1,dispensing it without medical advice would be inappropriate.,No one should have the possibility to pick up the morning-after pill over the counter at the pharmacy.,claim,claim,0.2871
over_the_counter_morning_after_pill,a5,a4,That's why a visit to the doctor and professional advice should remain mandatory.,dispensing it without medical advice would be inappropriate.,claim,claim,0.2869
over_the_counter_morning_after_pill,a2,a1,I argue categorically in favour of over-the-counter availability of the morning-after pill in pharmacies.,No one should have the possibility to pick up the morning-after pill over the counter at the pharmacy.,claim,claim,0.2682
over_the_counter_morning_after_pill,a5,a5,That's why a visit to the doctor and professional advice should remain mandatory.,The morning-after pill should only be prescribed after counselling by a physician or pharmacist.,claim,claim,0.2556
over_the_counter_morning_after_pill,a5,a1,That's why a visit to the doctor and professional advice should remain mandatory.,The morning-after pill ought to be available over-the-counter in pharmacies.,claim,claim,0.2315
over_the_counter_morning_after_pill,a4,a5,dispensing it without medical advice would be inappropriate.,The morning-after pill should only be prescribed after counselling by a physician or pharmacist.,claim,claim,0.2056
over_the_counter_morning_after_pill,a5,a2,The morning-after pill should only be prescribed after counselling by a physician or pharmacist.,I argue categorically in favour of over-the-counter availability of the morning-after pill in pharmacies.,claim,claim,0.1982
over_the_counter_morning_after_pill,a1,a4,The morning-after pill ought to be available over-the-counter in pharmacies.,dispensing it without medical advice would be inappropriate.,claim,claim,0.182
partial_housing_development_at_Tempelhofer_Feld,a1,a6,"I find the peripheral housing development at Tempelhofer Feld right for urban planning reasons,","If however one could find a compromise between green space and housing, then Tempelhofer Feld should definitely be made available for residential construction.",claim,claim,0.2976
public_broadcasting_fees_on_demand,a1,a1,"Considering what's on television these days, it would be appropriate to only have those people pay who actually (want to) follow the programming.",The TV license fee should only be collected from those who actually make use of the programming of the public broadcasters.,claim,claim,0.4309
public_broadcasting_fees_on_demand,a1,a1,The TV/radio licence fee can only be required of all citizens/households equally.,Not everyone should be obliged to pay the TV & radio licence.,claim,claim,0.3949
public_broadcasting_fees_on_demand,a1,a1,The TV/radio licence fee can only be required of all citizens/households equally.,The TV license fee should only be collected from those who actually make use of the programming of the public broadcasters.,claim,claim,0.3909
public_broadcasting_fees_on_demand,a1,a1,"Actually only those people should pay a TV & radio licence fee who really watch ARD, ZDF, Arte etc.",The TV license fee should only be collected from those who actually make use of the programming of the public broadcasters.,claim,claim,0.3379
public_broadcasting_fees_on_demand,a3,a1,"Nevertheless, everybody should contribute to the funding of the public broadcasters in equal measure,",The TV license fee should only be collected from those who actually make use of the programming of the public broadcasters.,claim,claim,0.3117
public_broadcasting_fees_on_demand,a1,a1,"Actually only those people should pay a TV & radio licence fee who really watch ARD, ZDF, Arte etc.","Considering what's on television these days, it would be appropriate to only have those people pay who actually (want to) follow the programming.",claim,claim,0.2874
public_broadcasting_fees_on_demand,a1,a1,The TV/radio licence fee can only be required of all citizens/households equally.,"Considering what's on television these days, it would be appropriate to only have those people pay who actually (want to) follow the programming.",claim,claim,0.2674
public_broadcasting_fees_on_demand,a1,a1,"Actually only those people should pay a TV & radio licence fee who really watch ARD, ZDF, Arte etc.",The TV/radio licence fee can only be required of all citizens/households equally.,claim,claim,0.2437
public_broadcasting_fees_on_demand,a3,a1,"Nevertheless, everybody should contribute to the funding of the public broadcasters in equal measure,","Actually only those people should pay a TV & radio licence fee who really watch ARD, ZDF, Arte etc.",claim,claim,0.2421
public_broadcasting_fees_on_demand,a1,a1,Not everyone should be obliged to pay the TV & radio licence.,The TV license fee should only be collected from those who actually make use of the programming of the public broadcasters.,claim,claim,0.2349
public_broadcasting_fees_on_demand,a6,a1,everyone should chip in.,The TV license fee should only be collected from those who actually make use of the programming of the public broadcasters.,claim,claim,0.2327
public_broadcasting_fees_on_demand,a1,a6,"Considering what's on television these days, it would be appropriate to only have those people pay who actually (want to) follow the programming.",everyone should chip in.,claim,claim,0.2303
public_broadcasting_fees_on_demand,a3,a1,"Nevertheless, everybody should contribute to the funding of the public broadcasters in equal measure,","Considering what's on television these days, it would be appropriate to only have those people pay who actually (want to) follow the programming.",claim,claim,0.2198
public_broadcasting_fees_on_demand,a1,a6,"Actually only those people should pay a TV & radio licence fee who really watch ARD, ZDF, Arte etc.",everyone should chip in.,claim,claim,0.2002
public_broadcasting_fees_on_demand,a3,a1,"Nevertheless, everybody should contribute to the funding of the public broadcasters in equal measure,",Not everyone should be obliged to pay the TV & radio licence.,claim,claim,0.1958
public_broadcasting_fees_on_demand,a1,a6,The TV/radio licence fee can only be required of all citizens/households equally.,everyone should chip in.,claim,claim,0.1948
public_broadcasting_fees_on_demand,a1,a1,Not everyone should be obliged to pay the TV & radio licence.,"Considering what's on television these days, it would be appropriate to only have those people pay who actually (want to) follow the programming.",claim,claim,0.1916
public_broadcasting_fees_on_demand,a3,a1,"Nevertheless, everybody should contribute to the funding of the public broadcasters in equal measure,",The TV/radio licence fee can only be required of all citizens/households equally.,claim,claim,0.1902
public_broadcasting_fees_on_demand,a3,a6,"Nevertheless, everybody should contribute to the funding of the public broadcasters in equal measure,",everyone should chip in.,claim,claim,0.1877
public_broadcasting_fees_on_demand,a1,a1,"Actually only those people should pay a TV & radio licence fee who really watch ARD, ZDF, Arte etc.",Not everyone should be obliged to pay the TV & radio licence.,claim,claim,0.1767
public_broadcasting_fees_on_demand,a1,a6,Not everyone should be obliged to pay the TV & radio licence.,everyone should chip in.,claim,claim,0.1737
school_uniforms,a1,a1,School uniforms should not be worn in our schools.,School uniforms should be introduced in our schools again.,claim,claim,0.7244
school_uniforms,a4,a1,"A simply designed practical outfit would even out the overall visual image of a school, and direct attention towards the character and achievements of the students - and not their buying power.",School uniforms should be introduced in our schools again.,claim,claim,0.1382
school_uniforms,a4,a1,"A simply designed practical outfit would even out the overall visual image of a school, and direct attention towards the character and achievements of the students - and not their buying power.",School uniforms should not be worn in our schools.,claim,claim,0.1069
stricter_regulation_of_intelligence_services,a1,a1,Intelligence services must urgently be regulated more tightly by parliament;,"Intelligence services should be more closely regulated by parliament,",claim,claim,0.4792
stricter_regulation_of_intelligence_services,a1,a1,Intelligence services must urgently be regulated more tightly by parliament;,Secret services must be more tightly regulated in order to prevent excessive surveillance.,claim,claim,0.445
stricter_regulation_of_intelligence_services,a1,a1,Secret services must be more tightly regulated in order to prevent excessive surveillance.,"Intelligence services should be more closely regulated by parliament,",claim,claim,0.3804
stricter_regulation_of_intelligence_services,a1,a5,Secret services must be more tightly regulated in order to prevent excessive surveillance.,That's why intelligence services must be regulated in the framework of parliamentary oversight committees.,claim,claim,0.3696
stricter_regulation_of_intelligence_services,a5,a1,That's why intelligence services must be regulated in the framework of parliamentary oversight committees.,"Intelligence services should be more closely regulated by parliament,",claim,claim,0.2867
stricter_regulation_of_intelligence_services,a1,a5,Intelligence services must urgently be regulated more tightly by parliament;,That's why intelligence services must be regulated in the framework of parliamentary oversight committees.,claim,claim,0.2855
