topic,arg_A,arg_B,text_A,text_B,type_A,type_B,sbert_score
introduce_capital_punishment,a1,a2,"If Germany were to introduce the death penalty, convicted felons could not be paroled or break out of prison and commit new felonies.","However, a death would not be of any more use to those affected and their relatives than if the felon receives a long sentence.",objection,objection,0.6152
introduce_capital_punishment,a3,a1,That's why Germany should not introduce capital punishment!,The death penalty should be abandoned everywhere.,claim,claim,0.614
introduce_capital_punishment,a4,a5,However also the threat of the death penalty in the respective countries apparently cannot prevent murder and violent crime.,"Still, the state needs the death penalty as a deterrent to horrific crimes.",objection,claim,0.6136
introduce_capital_punishment,a1,a2,"One should not re-introduce capital punishment in Germany,","If there were capital punishment, this would mean people are allowed to put themselves above others and rule over their lives.",claim,premise,0.6117
introduce_capital_punishment,a1,a1,"One should not re-introduce capital punishment in Germany,",Despite the death penalty there are significantly more homicides in the US than in Germany.,claim,premise,0.6117
introduce_capital_punishment,a3,a1,That's why Germany should not introduce capital punishment!,"Capital punishment is not a solution,",claim,objection,0.6112
introduce_capital_punishment,a1,a2,Germany should by no means introduce capital punishment.,"If there were capital punishment, this would mean people are allowed to put themselves above others and rule over their lives.",claim,premise,0.6084
introduce_capital_punishment,a1,a1,The death penalty should be abandoned everywhere.,"Capital punishment is not a solution,",claim,objection,0.6079
introduce_capital_punishment,a1,a4,The death penalty should be abandoned everywhere.,Handing out capital punishment is unethical.,claim,premise,0.6054
introduce_capital_punishment,a2,a5,Fear of punishment hence does not deter murderers.,"Still, the state needs the death penalty as a deterrent to horrific crimes.",premise,claim,0.6035
introduce_capital_punishment,a2,a5,"If there were capital punishment, this would mean people are allowed to put themselves above others and rule over their lives.",A re-introduction of capital punishment in Germany would be a step back into the Middle Ages.,premise,premise,0.6027
introduce_capital_punishment,a3,a4,That's why Germany should not introduce capital punishment!,Handing out capital punishment is unethical.,claim,premise,0.6017
introduce_capital_punishment,a1,a4,The death penalty should be abandoned everywhere.,"What, then, ought to be done with criminals who have committed truly awful crimes such as murder or rape - should they simply be allowed to live on",claim,premise,0.6006
keep_retirement_at_63,a3,a1,the statutory retirement age should in the future not remain at 63 years.,I am not of the opinion that the retirement age should be set at 63 years.,claim,claim,0.8516
keep_retirement_at_63,a1,a1,"No, the retirement age should be raised to 65 again.",I am not of the opinion that the retirement age should be set at 63 years.,claim,claim,0.8021
keep_retirement_at_63,a1,a3,"Retirement at 63, that's something everyone who has toiled away (nonstop) up to this point surely deserves.",The introductory phase of retirement at 63 would also be a particular challenge,objection,premise,0.7757
keep_retirement_at_63,a1,a2,"Germany's aging society is undergoing demographic change,","as the population in Germany has, viewed demographically, a disproportionate number of old people,",premise,premise,0.7719
keep_retirement_at_63,a1,a1,"Retirement at 63, that's something everyone who has toiled away (nonstop) up to this point surely deserves.",I am not of the opinion that the retirement age should be set at 63 years.,objection,claim,0.7494
keep_retirement_at_63,a4,a1,"Especially now, as there is a lack of skilled labour, it's irresponsible for the economy and prosperity to retire at 63.","The implementation of retirement at 63 is no longer socially sustainable,",claim,claim,0.749
keep_retirement_at_63,a1,a3,I am not of the opinion that the retirement age should be set at 63 years.,The introductory phase of retirement at 63 would also be a particular challenge,claim,premise,0.7277
keep_retirement_at_63,a4,a1,"Especially now, as there is a lack of skilled labour, it's irresponsible for the economy and prosperity to retire at 63.",I am not of the opinion that the retirement age should be set at 63 years.,claim,claim,0.7239
keep_retirement_at_63,a1,a4,"Retirement at 63, that's something everyone who has toiled away (nonstop) up to this point surely deserves.","Especially now, as there is a lack of skilled labour, it's irresponsible for the economy and prosperity to retire at 63.",objection,claim,0.716
keep_retirement_at_63,a1,a3,"No, the retirement age should be raised to 65 again.",the statutory retirement age should in the future not remain at 63 years.,claim,claim,0.7024
keep_retirement_at_63,a1,a1,I am not of the opinion that the retirement age should be set at 63 years.,"The implementation of retirement at 63 is no longer socially sustainable,",claim,claim,0.6942
keep_retirement_at_63,a3,a1,the statutory retirement age should in the future not remain at 63 years.,"Retirement at 63, that's something everyone who has toiled away (nonstop) up to this point surely deserves.",claim,objection,0.6933
keep_retirement_at_63,a3,a1,the statutory retirement age should in the future not remain at 63 years.,"The implementation of retirement at 63 is no longer socially sustainable,",claim,claim,0.6931
keep_retirement_at_63,a4,a3,"Especially now, as there is a lack of skilled labour, it's irresponsible for the economy and prosperity to retire at 63.",The introductory phase of retirement at 63 would also be a particular challenge,claim,premise,0.6842
keep_retirement_at_63,a1,a1,"Retirement at 63, that's something everyone who has toiled away (nonstop) up to this point surely deserves.","The implementation of retirement at 63 is no longer socially sustainable,",objection,claim,0.6835
keep_retirement_at_63,a3,a1,The introductory phase of retirement at 63 would also be a particular challenge,"The implementation of retirement at 63 is no longer socially sustainable,",premise,claim,0.6834
keep_retirement_at_63,a1,a5,"No, the retirement age should be raised to 65 again.",Raising the relative retirement age on the basis of the physical fitness of the average citizen is fair.,claim,claim,0.6796
keep_retirement_at_63,a3,a4,Thus social security and pension costs are increasing.,"For, due to the low birth rate, the proportion of the elderly population and with it pension costs are on the rise,",premise,premise,0.6795
keep_retirement_at_63,a3,a4,the statutory retirement age should in the future not remain at 63 years.,"Especially now, as there is a lack of skilled labour, it's irresponsible for the economy and prosperity to retire at 63.",claim,claim,0.6783
keep_retirement_at_63,a3,a3,the statutory retirement age should in the future not remain at 63 years.,The introductory phase of retirement at 63 would also be a particular challenge,claim,premise,0.6752
keep_retirement_at_63,a1,a1,"No, the retirement age should be raised to 65 again.","Retirement at 63, that's something everyone who has toiled away (nonstop) up to this point surely deserves.",claim,objection,0.6744
keep_retirement_at_63,a1,a3,"No, the retirement age should be raised to 65 again.",The introductory phase of retirement at 63 would also be a particular challenge,claim,premise,0.6598
keep_retirement_at_63,a1,a4,"No, the retirement age should be raised to 65 again.","Especially now, as there is a lack of skilled labour, it's irresponsible for the economy and prosperity to retire at 63.",claim,claim,0.6515
keep_retirement_at_63,a2,a2,"People are getting older on average,",and the age of those who are physically and mentally fit is increasing steadily.,objection,premise,0.6473
keep_retirement_at_63,a1,a1,"No, the retirement age should be raised to 65 again.","The implementation of retirement at 63 is no longer socially sustainable,",claim,claim,0.6452
keep_retirement_at_63,a3,a4,The introductory phase of retirement at 63 would also be a particular challenge,as upon introduction many current employees of advanced age would immediately be eligible to retire.,premise,premise,0.643
keep_retirement_at_63,a2,a4,"as the population in Germany has, viewed demographically, a disproportionate number of old people,","Admittedly the number of immigrants is constantly rising in Germany,",premise,objection,0.6381
keep_retirement_at_63,a5,a1,Raising the relative retirement age on the basis of the physical fitness of the average citizen is fair.,I am not of the opinion that the retirement age should be set at 63 years.,claim,claim,0.6351
keep_retirement_at_63,a1,a4,"No, the retirement age should be raised to 65 again.",as upon introduction many current employees of advanced age would immediately be eligible to retire.,claim,premise,0.6244
keep_retirement_at_63,a2,a5,and the age of those who are physically and mentally fit is increasing steadily.,"and furthermore, due to today's healthcare most people in many occupations are fitter for work in old age than before.",premise,premise,0.6217
make_video_games_olympic,a6,a1,computer games should also not be recognized as Olympic events.,Video games ought to be included in the ranks of Olympic events.,claim,claim,0.694
make_video_games_olympic,a1,a5,Video games ought to be included in the ranks of Olympic events.,"Plus the hurdle to make video games Olympic events is minimal,",claim,premise,0.6863
make_video_games_olympic,a1,a5,Video games ought to be included in the ranks of Olympic events.,"Considering their requirements, some video games are not relevant as sports,",claim,objection,0.6834
make_video_games_olympic,a5,a6,"Since however skat, chess etc. are not accepted as Olympic events,",computer games should also not be recognized as Olympic events.,premise,claim,0.6807
make_video_games_olympic,a6,a5,computer games should also not be recognized as Olympic events.,"Plus the hurdle to make video games Olympic events is minimal,",claim,premise,0.6792
make_video_games_olympic,a1,a7,"Video games, namely FIFA in my case, can fascinate young people for hours more intensively and emotionally than any sport in the world!","And many a video game is physically and particularly mentally more demanding, when I think of the last FIFA tournament's final, than kicking a ball 20 metres.",premise,premise,0.6622
make_video_games_olympic,a5,a2,"Since however skat, chess etc. are not accepted as Olympic events,",It would be fair to make them into an Olympic event.,premise,claim,0.662
make_video_games_olympic,a2,a5,It would be fair to make them into an Olympic event.,"Plus the hurdle to make video games Olympic events is minimal,",claim,premise,0.6435
make_video_games_olympic,a1,a5,Olympic events are rooted in old traditions.,"Since however skat, chess etc. are not accepted as Olympic events,",premise,premise,0.6372
make_video_games_olympic,a5,a5,"Since however skat, chess etc. are not accepted as Olympic events,","Plus the hurdle to make video games Olympic events is minimal,",premise,premise,0.628
make_video_games_olympic,a6,a5,computer games should also not be recognized as Olympic events.,"Considering their requirements, some video games are not relevant as sports,",claim,objection,0.6245
make_video_games_olympic,a1,a2,Video games ought to be included in the ranks of Olympic events.,It would be fair to make them into an Olympic event.,claim,claim,0.6212
make_video_games_olympic,a5,a1,"Since however skat, chess etc. are not accepted as Olympic events,",Video games ought to be included in the ranks of Olympic events.,premise,claim,0.6177
make_video_games_olympic,a5,a5,"Considering their requirements, some video games are not relevant as sports,","Plus the hurdle to make video games Olympic events is minimal,",objection,premise,0.6089
make_video_games_olympic,a1,a2,Olympic events are rooted in old traditions.,It would be fair to make them into an Olympic event.,premise,claim,0.6084
over_the_counter_morning_after_pill,a1,a2,The morning-after pill ought to be available over-the-counter in pharmacies.,I argue categorically in favour of over-the-counter availability of the morning-after pill in pharmacies.,claim,claim,0.885
over_the_counter_morning_after_pill,a1,a1,The morning-after pill ought to be available over-the-counter in pharmacies.,No one should have the possibility to pick up the morning-after pill over the counter at the pharmacy.,claim,claim,0.8384
over_the_counter_morning_after_pill,a3,a1,"Since the impact of the morning-after pill is so massive, particularly due to its abortive effect,",The morning-after pill has a number of side effects.,premise,premise,0.8059
over_the_counter_morning_after_pill,a2,a1,I argue categorically in favour of over-the-counter availability of the morning-after pill in pharmacies.,No one should have the possibility to pick up the morning-after pill over the counter at the pharmacy.,claim,claim,0.7964
over_the_counter_morning_after_pill,a5,a4,"Easy access to the morning-after pill could also result in its appearing to be an easier method than other forms of contraception that, however, have fewer health effects.",Furthermore there's the risk that women could use the over-the-counter morning-after pill as a substitute for contraception.,premise,premise,0.7756
over_the_counter_morning_after_pill,a2,a4,I argue categorically in favour of over-the-counter availability of the morning-after pill in pharmacies.,Furthermore there's the risk that women could use the over-the-counter morning-after pill as a substitute for contraception.,claim,premise,0.7698
over_the_counter_morning_after_pill,a1,a5,The morning-after pill ought to be available over-the-counter in pharmacies.,The morning-after pill should only be prescribed after counselling by a physician or pharmacist.,claim,claim,0.7552
over_the_counter_morning_after_pill,a3,a4,"Since the impact of the morning-after pill is so massive, particularly due to its abortive effect,",Furthermore there's the risk that women could use the over-the-counter morning-after pill as a substitute for contraception.,premise,premise,0.7454
over_the_counter_morning_after_pill,a1,a4,The morning-after pill ought to be available over-the-counter in pharmacies.,Furthermore there's the risk that women could use the over-the-counter morning-after pill as a substitute for contraception.,claim,premise,0.7376
over_the_counter_morning_after_pill,a3,a5,"Since the impact of the morning-after pill is so massive, particularly due to its abortive effect,","Easy access to the morning-after pill could also result in its appearing to be an easier method than other forms of contraception that, however, have fewer health effects.",premise,premise,0.7234
over_the_counter_morning_after_pill,a5,a3,The morning-after pill should only be prescribed after counselling by a physician or pharmacist.,From a medical perspective the morning-after pill works best when taken as soon as possible after intercourse.,claim,premise,0.7124
over_the_counter_morning_after_pill,a1,a1,The morning-after pill ought to be available over-the-counter in pharmacies.,The morning-after pill has a number of side effects.,claim,premise,0.711
over_the_counter_morning_after_pill,a5,a2,"Easy access to the morning-after pill could also result in its appearing to be an easier method than other forms of contraception that, however, have fewer health effects.",I argue categorically in favour of over-the-counter availability of the morning-after pill in pharmacies.,premise,claim,0.7088
over_the_counter_morning_after_pill,a3,a2,"Since the impact of the morning-after pill is so massive, particularly due to its abortive effect,",I argue categorically in favour of over-the-counter availability of the morning-after pill in pharmacies.,premise,claim,0.707
over_the_counter_morning_after_pill,a1,a4,The morning-after pill has a number of side effects.,Furthermore there's the risk that women could use the over-the-counter morning-after pill as a substitute for contraception.,premise,premise,0.7041
over_the_counter_morning_after_pill,a5,a1,"Easy access to the morning-after pill could also result in its appearing to be an easier method than other forms of contraception that, however, have fewer health effects.",The morning-after pill has a number of side effects.,premise,premise,0.7031
over_the_counter_morning_after_pill,a5,a1,The morning-after pill should only be prescribed after counselling by a physician or pharmacist.,No one should have the possibility to pick up the morning-after pill over the counter at the pharmacy.,claim,claim,0.7031
over_the_counter_morning_after_pill,a1,a4,No one should have the possibility to pick up the morning-after pill over the counter at the pharmacy.,Furthermore there's the risk that women could use the over-the-counter morning-after pill as a substitute for contraception.,claim,premise,0.7004
over_the_counter_morning_after_pill,a5,a2,The morning-after pill should only be prescribed after counselling by a physician or pharmacist.,I argue categorically in favour of over-the-counter availability of the morning-after pill in pharmacies.,claim,claim,0.7003
over_the_counter_morning_after_pill,a5,a3,"Easy access to the morning-after pill could also result in its appearing to be an easier method than other forms of contraception that, however, have fewer health effects.",From a medical perspective the morning-after pill works best when taken as soon as possible after intercourse.,premise,premise,0.6989
over_the_counter_morning_after_pill,a1,a2,The morning-after pill has a number of side effects.,I argue categorically in favour of over-the-counter availability of the morning-after pill in pharmacies.,premise,claim,0.6854
over_the_counter_morning_after_pill,a1,a3,The morning-after pill ought to be available over-the-counter in pharmacies.,From a medical perspective the morning-after pill works best when taken as soon as possible after intercourse.,claim,premise,0.6835
over_the_counter_morning_after_pill,a1,a3,Of course it would be nice and simple if after a fun night out with a party acquaintance you could simply take the 'morning-after pill' and feel at ease.,From a medical perspective the morning-after pill works best when taken as soon as possible after intercourse.,objection,premise,0.6808
over_the_counter_morning_after_pill,a2,a3,I argue categorically in favour of over-the-counter availability of the morning-after pill in pharmacies.,From a medical perspective the morning-after pill works best when taken as soon as possible after intercourse.,claim,premise,0.6724
over_the_counter_morning_after_pill,a1,a3,The morning-after pill ought to be available over-the-counter in pharmacies.,"Since the impact of the morning-after pill is so massive, particularly due to its abortive effect,",claim,premise,0.6674
over_the_counter_morning_after_pill,a5,a2,That's why a visit to the doctor and professional advice should remain mandatory.,But without a prescription requirement there's also no medical advice given before intake.,claim,objection,0.6619
over_the_counter_morning_after_pill,a5,a1,"Easy access to the morning-after pill could also result in its appearing to be an easier method than other forms of contraception that, however, have fewer health effects.",No one should have the possibility to pick up the morning-after pill over the counter at the pharmacy.,premise,claim,0.6574
over_the_counter_morning_after_pill,a1,a5,The morning-after pill ought to be available over-the-counter in pharmacies.,"Easy access to the morning-after pill could also result in its appearing to be an easier method than other forms of contraception that, however, have fewer health effects.",claim,premise,0.6569
over_the_counter_morning_after_pill,a1,a5,Of course it would be nice and simple if after a fun night out with a party acquaintance you could simply take the 'morning-after pill' and feel at ease.,"Easy access to the morning-after pill could also result in its appearing to be an easier method than other forms of contraception that, however, have fewer health effects.",objection,premise,0.6521
over_the_counter_morning_after_pill,a1,a3,The morning-after pill has a number of side effects.,From a medical perspective the morning-after pill works best when taken as soon as possible after intercourse.,premise,premise,0.6494
over_the_counter_morning_after_pill,a1,a1,Of course it would be nice and simple if after a fun night out with a party acquaintance you could simply take the 'morning-after pill' and feel at ease.,The morning-after pill ought to be available over-the-counter in pharmacies.,objection,claim,0.647
over_the_counter_morning_after_pill,a1,a5,The morning-after pill has a number of side effects.,The morning-after pill should only be prescribed after counselling by a physician or pharmacist.,premise,claim,0.6417
over_the_counter_morning_after_pill,a3,a6,"Since the impact of the morning-after pill is so massive, particularly due to its abortive effect,",For instance the morning-after pill could result in a decrease in the use of condoms and thus lead to an increase in new infections with Aids.,premise,claim,0.6377
over_the_counter_morning_after_pill,a1,a2,Of course it would be nice and simple if after a fun night out with a party acquaintance you could simply take the 'morning-after pill' and feel at ease.,I argue categorically in favour of over-the-counter availability of the morning-after pill in pharmacies.,objection,claim,0.6376
over_the_counter_morning_after_pill,a3,a3,"Since the impact of the morning-after pill is so massive, particularly due to its abortive effect,",From a medical perspective the morning-after pill works best when taken as soon as possible after intercourse.,premise,premise,0.6372
over_the_counter_morning_after_pill,a1,a1,The morning-after pill has a number of side effects.,No one should have the possibility to pick up the morning-after pill over the counter at the pharmacy.,premise,claim,0.6361
over_the_counter_morning_after_pill,a1,a1,Of course it would be nice and simple if after a fun night out with a party acquaintance you could simply take the 'morning-after pill' and feel at ease.,No one should have the possibility to pick up the morning-after pill over the counter at the pharmacy.,objection,claim,0.6316
over_the_counter_morning_after_pill,a1,a1,Of course it would be nice and simple if after a fun night out with a party acquaintance you could simply take the 'morning-after pill' and feel at ease.,The morning-after pill has a number of side effects.,objection,premise,0.6149
over_the_counter_morning_after_pill,a3,a1,"Since the impact of the morning-after pill is so massive, particularly due to its abortive effect,",No one should have the possibility to pick up the morning-after pill over the counter at the pharmacy.,premise,claim,0.6141
over_the_counter_morning_after_pill,a2,a4,Even with state-of-the-art contraceptives there can be mistakes and problems,Furthermore there's the risk that women could use the over-the-counter morning-after pill as a substitute for contraception.,premise,premise,0.6118
over_the_counter_morning_after_pill,a1,a5,Of course it would be nice and simple if after a fun night out with a party acquaintance you could simply take the 'morning-after pill' and feel at ease.,The morning-after pill should only be prescribed after counselling by a physician or pharmacist.,objection,claim,0.6087
partial_housing_development_at_Tempelhofer_Feld,a2,a6,"so that using Tempelhofer Feld, which offers a lot of open space and is currently hardly developed, as living space is a sensible idea.","If however one could find a compromise between green space and housing, then Tempelhofer Feld should definitely be made available for residential construction.",premise,claim,0.7552
partial_housing_development_at_Tempelhofer_Feld,a1,a6,"I find the peripheral housing development at Tempelhofer Feld right for urban planning reasons,","If however one could find a compromise between green space and housing, then Tempelhofer Feld should definitely be made available for residential construction.",claim,claim,0.7011
public_broadcasting_fees_on_demand,a1,a1,"Actually only those people should pay a TV & radio licence fee who really watch ARD, ZDF, Arte etc.",Not everyone should be obliged to pay the TV & radio licence.,claim,claim,0.7611
public_broadcasting_fees_on_demand,a1,a1,The TV/radio licence fee can only be required of all citizens/households equally.,Not everyone should be obliged to pay the TV & radio licence.,claim,claim,0.7585
public_broadcasting_fees_on_demand,a1,a1,The TV/radio licence fee can only be required of all citizens/households equally.,The TV license fee should only be collected from those who actually make use of the programming of the public broadcasters.,claim,claim,0.7247
public_broadcasting_fees_on_demand,a5,a4,"Just as with other choices in culture or infrastructure, public broadcasters are also to be financed, regardless of whether individuals make use of their programming or not.",so there's no advantage for the current paying viewers of the public broadcasters.,premise,premise,0.6828
public_broadcasting_fees_on_demand,a1,a4,"Of course there are a number of programmes in public broadcasting that are not worth the licencing fee,",so there's no advantage for the current paying viewers of the public broadcasters.,objection,premise,0.6798
public_broadcasting_fees_on_demand,a1,a5,"Of course there are a number of programmes in public broadcasting that are not worth the licencing fee,","Just as with other choices in culture or infrastructure, public broadcasters are also to be financed, regardless of whether individuals make use of their programming or not.",objection,premise,0.6649
public_broadcasting_fees_on_demand,a5,a1,"Just as with other choices in culture or infrastructure, public broadcasters are also to be financed, regardless of whether individuals make use of their programming or not.",The TV license fee should only be collected from those who actually make use of the programming of the public broadcasters.,premise,claim,0.6624
public_broadcasting_fees_on_demand,a1,a4,"Of course there are a number of programmes in public broadcasting that are not worth the licencing fee,",Only in public TV programmes can viewers get information that is not profit-oriented.,objection,premise,0.645
public_broadcasting_fees_on_demand,a1,a1,"Actually only those people should pay a TV & radio licence fee who really watch ARD, ZDF, Arte etc.",The TV/radio licence fee can only be required of all citizens/households equally.,claim,claim,0.6423
public_broadcasting_fees_on_demand,a3,a5,"Nevertheless, everybody should contribute to the funding of the public broadcasters in equal measure,","Just as with other choices in culture or infrastructure, public broadcasters are also to be financed, regardless of whether individuals make use of their programming or not.",claim,premise,0.6407
public_broadcasting_fees_on_demand,a2,a4,Particularly the younger generations are no longer dependent on the programming of public broadcasters.,so there's no advantage for the current paying viewers of the public broadcasters.,premise,premise,0.6391
public_broadcasting_fees_on_demand,a5,a1,"Just as with other choices in culture or infrastructure, public broadcasters are also to be financed, regardless of whether individuals make use of their programming or not.","Considering what's on television these days, it would be appropriate to only have those people pay who actually (want to) follow the programming.",premise,claim,0.6361
public_broadcasting_fees_on_demand,a1,a1,Not everyone should be obliged to pay the TV & radio licence.,The TV license fee should only be collected from those who actually make use of the programming of the public broadcasters.,claim,claim,0.6281
public_broadcasting_fees_on_demand,a1,a5,Not everyone should be obliged to pay the TV & radio licence.,The TV & radio licence enables economically independent journalism.,claim,objection,0.6256
public_broadcasting_fees_on_demand,a1,a1,"Of course there are a number of programmes in public broadcasting that are not worth the licencing fee,","Actually only those people should pay a TV & radio licence fee who really watch ARD, ZDF, Arte etc.",objection,claim,0.6224
public_broadcasting_fees_on_demand,a4,a4,so there's no advantage for the current paying viewers of the public broadcasters.,Only in public TV programmes can viewers get information that is not profit-oriented.,premise,premise,0.6215
public_broadcasting_fees_on_demand,a1,a1,"Of course there are a number of programmes in public broadcasting that are not worth the licencing fee,",The TV license fee should only be collected from those who actually make use of the programming of the public broadcasters.,objection,claim,0.6186
public_broadcasting_fees_on_demand,a1,a6,"Of course there are a number of programmes in public broadcasting that are not worth the licencing fee,","That shouldn't be an issue though, given the sheer number of programmes and stations that essentially show the same things anyway.",objection,objection,0.6183
public_broadcasting_fees_on_demand,a1,a1,"Considering what's on television these days, it would be appropriate to only have those people pay who actually (want to) follow the programming.",The TV license fee should only be collected from those who actually make use of the programming of the public broadcasters.,claim,claim,0.6149
public_broadcasting_fees_on_demand,a3,a3,"Curiously, however, there are still adverts and product placements on the public channels.","By now you have advertising on all channels,",premise,premise,0.6144
public_broadcasting_fees_on_demand,a2,a4,Critics point out that they are not using what's on offer by public broadcasting.,so there's no advantage for the current paying viewers of the public broadcasters.,objection,premise,0.6063
public_broadcasting_fees_on_demand,a1,a1,"Of course there are a number of programmes in public broadcasting that are not worth the licencing fee,",The TV/radio licence fee can only be required of all citizens/households equally.,objection,claim,0.6027
school_uniforms,a1,a1,School uniforms should not be worn in our schools.,School uniforms should be introduced in our schools again.,claim,claim,0.7824
school_uniforms,a3,a1,"Indeed, however, it's already the case today that students of apparently 'uniform-free' schools are essentially wearing a uniform consisting of certain brand-name garments.",School uniforms should be introduced in our schools again.,objection,claim,0.6972
school_uniforms,a1,a3,"Some may find the idea of a school uniform anachronistic,","Indeed, however, it's already the case today that students of apparently 'uniform-free' schools are essentially wearing a uniform consisting of certain brand-name garments.",objection,objection,0.6713
school_uniforms,a4,a5,Plus such uniforms also stand for ideological conformity and for the suppression of individual self-development.,Uniforms always and immediately provoke fear of losing one's individuality,premise,objection,0.6528
school_uniforms,a1,a1,"Some may find the idea of a school uniform anachronistic,",School uniforms should be introduced in our schools again.,objection,claim,0.6396
school_uniforms,a3,a1,"Indeed, however, it's already the case today that students of apparently 'uniform-free' schools are essentially wearing a uniform consisting of certain brand-name garments.",School uniforms should not be worn in our schools.,objection,claim,0.623
stricter_regulation_of_intelligence_services,a1,a1,Intelligence services must urgently be regulated more tightly by parliament;,"Intelligence services should be more closely regulated by parliament,",claim,claim,0.9188
stricter_regulation_of_intelligence_services,a5,a1,That's why intelligence services must be regulated in the framework of parliamentary oversight committees.,"Intelligence services should be more closely regulated by parliament,",claim,claim,0.8083
stricter_regulation_of_intelligence_services,a5,a5,Parliamentary control however hampers the work of intelligence services,That's why intelligence services must be regulated in the framework of parliamentary oversight committees.,objection,claim,0.7856
stricter_regulation_of_intelligence_services,a1,a5,Intelligence services must urgently be regulated more tightly by parliament;,That's why intelligence services must be regulated in the framework of parliamentary oversight committees.,claim,claim,0.7853
stricter_regulation_of_intelligence_services,a5,a1,Parliamentary control however hampers the work of intelligence services,"Intelligence services should be more closely regulated by parliament,",objection,claim,0.7678
stricter_regulation_of_intelligence_services,a1,a5,Intelligence services must urgently be regulated more tightly by parliament;,Parliamentary control however hampers the work of intelligence services,claim,objection,0.7533
stricter_regulation_of_intelligence_services,a3,a1,"Besides, intelligence services intervene massively in the privacy of citizens",Intelligence services apparently enjoy indiscriminate liberties.,premise,premise,0.7277
stricter_regulation_of_intelligence_services,a3,a3,"Granted, those concern primarily the British and American intelligence services,","Besides, intelligence services intervene massively in the privacy of citizens",objection,premise,0.6631
stricter_regulation_of_intelligence_services,a1,a4,Secret services must be more tightly regulated in order to prevent excessive surveillance.,"The unregulated work of the secret services, however, carries the danger of misuse of their authority.",claim,objection,0.6559
stricter_regulation_of_intelligence_services,a3,a3,"Besides, intelligence services intervene massively in the privacy of citizens",Of course a certain level of secrecy is the basis for the work of intelligence services.,premise,objection,0.6316
stricter_regulation_of_intelligence_services,a2,a4,"After all, secret services tend to develop a life of their own (a state within a state), which would be irresponsible for democratic states.","The unregulated work of the secret services, however, carries the danger of misuse of their authority.",premise,objection,0.6266
stricter_regulation_of_intelligence_services,a3,a5,Of course a certain level of secrecy is the basis for the work of intelligence services.,That's why intelligence services must be regulated in the framework of parliamentary oversight committees.,objection,claim,0.6235
stricter_regulation_of_intelligence_services,a3,a5,"Besides, intelligence services intervene massively in the privacy of citizens",That's why intelligence services must be regulated in the framework of parliamentary oversight committees.,premise,claim,0.6204
stricter_regulation_of_intelligence_services,a3,a1,"Granted, those concern primarily the British and American intelligence services,",Intelligence services apparently enjoy indiscriminate liberties.,objection,premise,0.6145
stricter_regulation_of_intelligence_services,a3,a3,"Granted, those concern primarily the British and American intelligence services,",Of course a certain level of secrecy is the basis for the work of intelligence services.,objection,objection,0.6077
